signature,frequency
at Services.Services.Pipelines.XHDP.ShuttleWorkerAsync() in D:\DRYRUN\Services\Services\Pipelines\XHDP.cs:line <NUM>,15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Shuttle Stopper Down DOWN position not reached",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Shuttle Stopper Down: DOWN timeout",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for Vision3 not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for LaserScanner3 not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for Vision2 not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for Vision1 not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for LaserScanner1 not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - All jogging movements stopped.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for LoadCell not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for WeighingModule not found or invalid.",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Dispensing Unclamp DOWN position not reached",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Dispensing Unclamp: DOWN timeout",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Laser.json",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\GradeVerifier.json",14
at Services.Services.Pipelines.XHDP.HomeMachine() in D:\DRYRUN\Services\Services\Pipelines\XHDP.cs:line <NUM>,14
at Services.Services.Pipelines.XHDP.InitializeAsync() in D:\DRYRUN\Services\Services\Pipelines\XHDP.cs:line <NUM>,14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - ReadCsvFailed",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Settings - Viewed Settings page",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'EditRow' for culture 'en-US'",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'DashboardViewModel'",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for BarcodeScanner not found or invalid.",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Dashboard'",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowUserViewCommand.",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowMainLogsViewCommand.",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - One of the workers crashed",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'MachineControlViewModel'",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Controls'",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowVisionViewCommand.",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Dispensing stopper Down: DOWN timeout",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - No valid IO device handle opened.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Controls - Viewed Controls page",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager IsBusy: True",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Buffer A stopper Down: DOWN timeout",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Dispensing stopper Down DOWN position not reached",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DataIntegrationViewModel - CSV data loaded successfully.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Value' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Unit' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Min Value' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.MotionViewModel - Servo Y is not enabled.",12
,12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG UI.ViewModels.DataIntegrationViewModel - Updating chart data, AllData count: <NUM>",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Firmware is down.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Max Value' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.IOServices.IOController - No devices provided to OpenDevice.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Failed to write DO channel <NUM>.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Ring buffer overflow occurred.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Servo Y is not enabled.",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Buffer A stopper Down DOWN position not reached",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode  detected from pallet",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'FAT+' for culture 'en-US'",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.",11
"at Services.Services.IOServices.IOController.ReadDI(Int32 deviceIndex, Int32 channel) in D:\DRYRUN\Services\Services\IOServices\IOController.cs:line <NUM>",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.JsonFileHelper - Failed to deserialize JSON from file: D:\ASM\Config\IOConfig.json, Exception occurred: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Saved BarcodeScanner configuration successfully at D:\ASM\Config\BarcodeScanner.json",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Buffer B stopper Down: DOWN timeout",11
at System.Text.Json.Utf8JsonReader.ConsumeNextTokenOrRollback(Byte marker),11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - XHDP initialization failed due to IO error: No IO device found at index <NUM>.",11
---> System.Text.Json.JsonReaderException: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. LineNumber: <NUM> | BytePositionInLine: <NUM>.,11
at System.Text.Json.Utf8JsonReader.ConsumeNextToken(Byte marker),11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 Buffer B stopper Down DOWN position not reached",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Failed to read barcode for pallet  after <NUM> attempts. Taking alternative action.",11
at Services.Services.Pipelines.XHDP.ReadDI(String ioKey) in D:\DRYRUN\Services\Services\Pipelines\XHDP.cs:line <NUM>,11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.SettingViewModel - Configuration missing for: LaserScanner1, LaserScanner2, LaserScanner3, Vision1, Vision2, Vision3, WeighingModule, LoadCell",11
System.Text.Json.JsonException: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.,11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Device[<NUM>]: FT_DevAxesCount unavailable (rc=<HEX>); using <NUM>.",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Settings for BarcodeScanner updated successfully.",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: WeighingModule (<NUM> models)",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: LaserScanner (<NUM> models)",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Dispensing stopper Down: DOWN timeout",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: LoadCell (<NUM> models)",10
at Services.Services.IOCardWatcherService.ReadDI(String ioKey) in C:\Users\Admin\source\repos\asmapex\apex\Services\Services\IOCardWatcherService.cs:line <NUM>,10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - No IO device found at index <NUM>.",10
at Services.Services.IOCardWatcherService.RunAsync(CancellationToken ct) in C:\Users\Admin\source\repos\asmapex\apex\Services\Services\IOCardWatcherService.cs:line <NUM>,10
"at Services.Services.IOServices.IOController.ReadDI(Int32 deviceIndex, Int32 channel) in C:\Users\Admin\source\repos\asmapex\apex\Services\Services\IOServices\IOController.cs:line <NUM>",10
"at Services.Services.Pipelines.XHDP.DeviceUpAsync(String deviceName, String upDoKey, String downDoKey, String upDiKey, String downDiKey, Int32 timeoutMs) in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Vision (<NUM> models)",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Dispensing stopper Down DOWN position not reached",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 BInspection Stopper Down DOWN position not reached",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L1 BInspection Stopper Down: DOWN timeout",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Machine - Reset the process.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing roles from F:\Resolution_fix-monitor\Debug\net8.<NUM>-windows8.<NUM>\Resources\Roles.json",9
at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[TStateMachine](TStateMachine& stateMachine),9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing permissions from F:\Resolution_fix-monitor\Debug\net8.<NUM>-windows8.<NUM>\Resources\Permissions.json",9
at Common.Helpers.JsonFileHelper.LoadJsonFromFileAsync[T](String filePath) in F:\Apex\Common\Helpers\JsonFileHelper.cs:line <NUM>,9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - MotionIOError",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Laser3DProfileSensor' for culture 'en-US'",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Hardware integration settings saved successfully.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Dispensing clamp UP position not reached",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Settings saved successfully.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2Dispenser Pallet stopper Out: DOWN timeout",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2Dispenser Pallet stopper Out DOWN position not reached",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\Settings.json",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Dispensing clamp: UP timeout",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel -  Saving settings...",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Buffer A stopper Down: DOWN timeout",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Buffer A stopper Down DOWN position not reached",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Machine Testing' for culture 'en-US'",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Alarm Details from F:\Resolution_fix-monitor\Debug\net8.<NUM>-windows8.<NUM>\Resources\Alarms.csv",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\LMM\MotionPoints.csv",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Users from F:\Resolution_fix-monitor\Debug\net8.<NUM>-windows8.<NUM>\Resources\Users.json",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from F:\Resolution_fix-monitor\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionPoints.csv",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Machine - Started the process.",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\TemperatureController.json",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Alarm'",8
at Services.Services.Pipelines.XHDP.L1DispensingClampAsync() in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.SettingViewModel - Configuration missing for: LaserScanner2",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'MachineControl' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Vision.json",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\CCTV.json",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Light.json",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'AlarmViewModel'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Acturator.json",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DataIntegrationViewModel' to 'MainLogsViewModel'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Data' to 'Logs'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.LoginViewModel - Login failed: Invalid credentials",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - All workers completed.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Attempt <NUM> failed to connect barcode scanner. Retrying in 1s...",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\LMM\MotionPoints.csv",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of Laser...",7
---> (Inner Exception #<NUM>) System.Collections.Generic.KeyNotFoundException: The given key 'L1DispensingCylinderclampDI' was not present in the dictionary.,7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded Vision1: Model=Cognex, Connection=TCP/IP",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded LaserScanner3: Model=Keyence (LJ-X8000), Connection=TCP/IP",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of GradeVerifier...",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded Vision2: Model=Cognex, Connection=TCP/IP",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded LoadCell: Model=Sartorius (WZB-<NUM>-N), Connection=SerialCommunication",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Creating EMPTY HardwareItem (no content) for 'LaserScanner2'",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded Vision3: Model=Cognex, Connection=TCP/IP",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded WeighingModule: Model=Sartorius (WZB-<NUM>-N), Connection=SerialCommunication",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Buffer B stopper Down: DOWN timeout",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Machine - Stopped the process.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded LaserScanner1: Model=Keyence (LJ-X8000), Connection=TCP/IP",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Saved Successfully",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for Laser not found or invalid.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for GradeVerifier not found or invalid.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - FAIL: L2 Dispensing CLAMP <NUM>",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Inspection Stopper Down: DOWN timeout",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Inspection Stopper Down DOWN position not reached",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Buffer B stopper Down DOWN position not reached",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.AlarmRepository - User needs to login",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - IOConfigurationFileNotFound",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'DisplacementSetting' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Data Type' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Configuration folder not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'MotionSettings' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Suggest' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Support Value' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Tag' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: User - Viewed User page",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'VisualParameter' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.IOServices.IOController - No open devices to close.",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: User - Viewed Users page",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'ToleranceSettings' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Parameters Editor' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Resolved' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Operate Mode' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'SpeedSetting' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOServices.IOController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=-<NUM>",6
at Services.Services.BarcodeScanner.KeyenceScanner.GetBarcode() in D:\DRYRUN\Services\Services\BarcodeScanner\KeyenceScanner.cs:line <NUM>,6
at Services.Services.BarcodeScanner.BarcodeScannerService.GetBarcode() in D:\DRYRUN\Services\Services\BarcodeScanner\BarcodeScannerService.cs:line <NUM>,6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Skipped device <NUM> (DevNum=<NUM>) after <NUM> attempt(s).",6
"at Services.Services.TcpIpService.SendCommandAsync(String command, String terminator, Int32 timeoutMs, Boolean noRead) in D:\DRYRUN\Services\Services\TCPIPService.cs:line <NUM>",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Pausing the machine",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'CommunicationSetting' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission DailyCheckOnly for feature Maintenance",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Acknowledge' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Active' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Current Value' for culture 'en-US'",6
