signature,frequency
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\FIFO\MotionPoints.csv",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\LMM\MotionPoints.csv",7
"at Newtonsoft.Json.Utilities.ConvertUtils.EnsureTypeAssignable(Object value, Type initialType, Type targetType)",7
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.PopulateDictionary(IDictionary dictionary, JsonReader reader, JsonDictionaryContract contract, JsonProperty containerProperty, String id)",7
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.SetPropertyValue(JsonProperty property, JsonConverter propertyConverter, JsonContainerContract containerContract, JsonProperty containerProperty, JsonReader reader, Object target)",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Up Cylinder to OFF",7
System.ArgumentOutOfRangeException: Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index'),7
"Newtonsoft.Json.JsonSerializationException: Error converting value <NUM> to type 'Common.Models.ConveyorConfig'. Path 'Conveyors.Conveyor1', line <NUM>, position <NUM>.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Lifter Down to OFF",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Settings - Viewed Settings page",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowAlarmViewCommand.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Error converting value <NUM> to type 'Common.Models.ConveyorConfig'. Path 'Conveyors.Conveyor1', line <NUM>, position <NUM>.",7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')' for culture 'en-US'",7
at System.Collections.Generic.List`<NUM>.get_Item(Int32 index),7
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOCardWatcherService - Air supply not available.",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Down Cylinder to ON",6
System.ArgumentException: Requested value 'StationA3DLaser' was not found.,6
"at Services.Services.Pipelines.XHDP.WriteDO(String ioKey, Boolean state) in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>",6
at UI.ViewModels.SplashScreenViewModel.HealthCheck() in D:\Apex XHDP\UI\ViewModels\SplashScreenViewModel.cs:line <NUM>,6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOCardWatcherService - Emergency Stop pressed",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'The following IO channels are not connected or not responding:",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - OperationMode: , RunMode: , RunSettingMode:",6
"at System.Enum.TryParseByName[TStorage](RuntimeType enumType, ReadOnlySpan`<NUM> value, Boolean ignoreCase, Boolean throwOnFailure, TStorage& result)",6
"at System.Enum.TryParse(Type enumType, ReadOnlySpan`<NUM> value, Boolean ignoreCase, Boolean throwOnFailure, Object& result)",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  HardwareLog - Air supply not available.",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\BarcodeScanner.json",6
"at System.Enum.TryParseByValueOrName[TUnderlying,TStorage](RuntimeType enumType, ReadOnlySpan`<NUM> value, Boolean ignoreCase, Boolean throwOnFailure, TUnderlying& result)",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  HardwareLog - Emergency Stop pressed",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for BarcodeScanner not found or invalid.",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.AlarmRepository - User needs to login",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'IO Connection Warning' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Requested value 'StationA3DLaser' was not found.",6
at UI.ViewModels.SplashScreenViewModel.RunHealthCheckLoopAsync(CancellationToken token) in D:\Apex XHDP\UI\ViewModels\SplashScreenViewModel.cs:line <NUM>,6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Success' for culture 'en-US'",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Process configuration:",6
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.DependencyInjectionSetup - BarcodeScanner initialized successfully during app startup.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'AccessDenied' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Sfc' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Pdca' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.MotionViewModel - Servo X is not enabled.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Servo X is not enabled.' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MachineBackgroundService - Current state: Resetting",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.LoginViewModel - Attempted to access a restricted page.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Settings for BarcodeScanner updated successfully.' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.LoginViewModel - Login failed: Invalid credentials",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Down Cylinder to OFF",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Hive' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - AccessDenied",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowUserViewCommand.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Servo X is not enabled.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AlarmRepository - Alarm with code AL0152 is already active.",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AlarmRepository - Alarm with code AL0154 is already active.",5
at Services.Services.Pipelines.XHDP.InitializeAsync() in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'IO channel configuration for 'StartButtonDI' not found.' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission DailyCheckOnly for feature Maintenance",5
"at System.Enum.Parse(Type enumType, String value, Boolean ignoreCase)",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Hrs' for culture 'en-US'",5
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'ToleranceSettings' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Tag' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Support Value' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 BInspection Stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardCommonViewModel - Loaded common details: SiteName=FXBL, MachineName=FIFO, MachineSerial=FIFOV64-<NUM>,CarrierSerial=",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Resolved' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'SpeedSetting' for culture 'en-US'",4
DI - Channel <NUM> (Conveyar-<NUM> Start),4
DI - Channel <NUM> (Conveyar-<NUM> Reset),4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'VisualParameter' for culture 'en-US'",4
"at Microsoft.Win32.SafeHandles.SafeFileHandle.CreateFile(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options)",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Found few permissions are not in config. Deleting those from DB",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Line <NUM> Nozzle Cleaning Station Conveyor...",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Shuttle Conveyor ...",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles\MotionDevice0.cfg",4
"at Microsoft.Win32.SafeHandles.SafeFileHandle.Open(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`<NUM> unixCreateMode)",4
System.IO.IOException: The process cannot access the file 'D:\ASM\State\State.json' because it is being used by another process.,4
at Common.Helpers.JsonConfigurationLoader.LoadMachineModes() in D:\Apex XHDP\Common\Helpers\JsonConfigurationLoader.cs:line <NUM>,4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Disconnected from :<NUM>",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Suggest' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.SettingViewModel - Configuration missing for: Vision, CCTV, Acturator, Light, TemperatureController",4
DI - Channel <NUM> (Conveyar-<NUM> Pause),4
DI - Channel <NUM> (Conveyar-<NUM> Stop),4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Node <NUM> Station' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Machine Testing' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispensing stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer B stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Parameters Editor' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.JsonConfigurationLoader - Error loading machine modes.",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'DisplacementSetting' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Data Type' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOCardWatcherService - OpenAllDevices IO Not Successful",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'EquipmentInformation' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Identification' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection result for BarcodeScanner: Connection Failed",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'MotionSettings' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer A stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Inspection Stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer B stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Dispensing stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer A stoppers keeping down",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Last Time' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Jurisdiction' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Inactive' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Operate Mode' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\FIFO\Settings.json",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Connection completed for BarcodeScanner | Connection Failed",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Current Value' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Active' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Acknowledge' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: MoveAbsolute timeout after <NUM>.<NUM> seconds → <NUM>",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - No valid IO device handle opened.",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'CommunicationSetting' for culture 'en-US'",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\Settings.json",4
"at System.IO.Strategies.OSFileStreamStrategy..ctor(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`<NUM> unixCreateMode)",4
"at System.IO.StreamReader.ValidateArgsAndOpenPath(String path, Encoding encoding, Int32 bufferSize)",4
"at System.IO.File.ReadAllText(String path, Encoding encoding)",4
"at System.IO.Strategies.FileStreamHelpers.ChooseStrategyCore(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`<NUM> unixCreateMode)",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.PLC.PLCSerialService - Data Register updated : Polling stopped",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - OperationMode: Production, RunMode: Auto, RunSettingMode: Auto",4
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Alarm - Viewed Alarm page",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DashboardViewModel' to 'VisionControlViewModel'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'AlarmViewModel'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MainLogsViewModel' to 'VisionControlViewModel'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'DashboardViewModel'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScanner - Scanner type not provided. Loading from configuration file.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowMainLogsViewCommand.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScanner - Scanner type loaded from config: KEYENCE",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOCardWatcherService - Doors are Open",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Creating EMPTY HardwareItem (no content) for 'CCTV'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - Manual Position Move: X=NaN, Y=<NUM>, Z=NaN, U=NaN",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Saved Successfully",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - New point added: Point <NUM> in edit mode.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  HardwareLog - Doors are Open",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScanner - Scanner initialized: KEYENCE",3
at Services.Services.Pipelines.XHDP.InitializeBarcodeAsync() in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - IO channel mappings loaded successfully.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Initializing LMM process...",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - SkipBarcodeScan: False, MaxBarcodeRetries: <NUM>",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - No devices opened.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Barcode Parameters:",3
at Services.Services.Pipelines.XHDP.L2InspectionWorker() in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Barcode scanner connected on attempt <NUM>.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles\MotionDevice1.cfg",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key ' ' for culture 'en-US'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Do you want to edit  all motion points?' for culture 'en-US'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Dashboard' to 'Vision Control'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Alarm'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Logs' to 'Vision Control'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Configuration parameters loaded successfully.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Settings - Saved settings",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Settings - Saved Settings Data",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - IOConfigurationFileNotFound",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Failed to write DO channel <NUM>.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Motion - Added the point",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.SettingViewModel - No hardware types found.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Dashboard'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission Read for feature HealthCheck",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission Read for feature Calibration",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Json error' for culture 'en-US'",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission Write for feature HealthCheck",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.LMM - Connecting to Barcode",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Homing Machine started",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Creating permission Write for feature Calibration",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.MotionServices.Advantech.MotionController - OpenAllAxes: no devices are opened. Opening devices first…",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.TcpIpService - Command 'LOFF' timed out after 1500ms",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - L2 Dispensing stopper failed to go back. Triggering alarm",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - OpenAllAxes aborted:failed to open devices.",3
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - One of the workers crashed",3
at Services.Services.Pipelines.XHDP.AllStoppersToPosition() in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,2
at Newtonsoft.Json.JsonTextReader.ParseProperty(),2
at Newtonsoft.Json.JsonTextReader.ParseObject(),2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowDataViewCommand.",2
at Newtonsoft.Json.JsonTextReader.Read(),2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'AlarmViewModel' to 'UserViewModel'",2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'User' to 'Data'",2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner initialized: KEYENCE",2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner type loaded from config: KEYENCE",2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner type not provided. Loading from configuration file.",2
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'UserViewModel' to 'DataIntegrationViewModel'",2
